Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,mouse_id_number,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,source_name,SRA Study,strain,tissue
SRR21355491,RNA-Seq,300,8165174700,PRJNA875066,SAMN30601888,3008525740,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX17361140,Illumina NovaSeq 6000,GSM6527639,PAIRED,cDNA,TRANSCRIPTOMIC,52,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:35:00Z,1,GSM6527639,female,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355492,RNA-Seq,300,7875949500,PRJNA875066,SAMN30601889,2979059638,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX17361139,Illumina NovaSeq 6000,GSM6527638,PAIRED,cDNA,TRANSCRIPTOMIC,51,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:33:00Z,1,GSM6527638,female,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355493,RNA-Seq,300,2651202000,PRJNA875066,SAMN30601890,991044237,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17361138,Illumina NovaSeq 6000,GSM6527636,PAIRED,cDNA,TRANSCRIPTOMIC,50,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T02:44:00Z,1,GSM6527636,female,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355494,RNA-Seq,300,9972885300,PRJNA875066,SAMN30601891,3555829747,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX17361137,Illumina NovaSeq 6000,GSM6527635,PAIRED,cDNA,TRANSCRIPTOMIC,5,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-02T05:52:00Z,1,GSM6527635,male,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355495,RNA-Seq,300,7870295400,PRJNA875066,SAMN30601892,2992192425,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17361136,Illumina NovaSeq 6000,GSM6527634,PAIRED,cDNA,TRANSCRIPTOMIC,49,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:29:00Z,1,GSM6527634,female,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355496,RNA-Seq,300,7962650100,PRJNA875066,SAMN30601893,2944894132,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17361135,Illumina NovaSeq 6000,GSM6527633,PAIRED,cDNA,TRANSCRIPTOMIC,48,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:05:00Z,1,GSM6527633,female,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355497,RNA-Seq,300,5537153100,PRJNA875066,SAMN30601894,1998832446,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX17361134,Illumina NovaSeq 6000,GSM6527632,PAIRED,cDNA,TRANSCRIPTOMIC,47,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:09:00Z,1,GSM6527632,female,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355498,RNA-Seq,300,5254519800,PRJNA875066,SAMN30601895,1963805008,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX17361133,Illumina NovaSeq 6000,GSM6527631,PAIRED,cDNA,TRANSCRIPTOMIC,46,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:08:00Z,1,GSM6527631,female,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355499,RNA-Seq,300,6619425600,PRJNA875066,SAMN30601896,2395859438,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX17361132,Illumina NovaSeq 6000,GSM6527629,PAIRED,cDNA,TRANSCRIPTOMIC,45,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:29:00Z,1,GSM6527629,female,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355500,RNA-Seq,300,8160005700,PRJNA875066,SAMN30601897,2929883536,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17361131,Illumina NovaSeq 6000,GSM6527628,PAIRED,cDNA,TRANSCRIPTOMIC,44,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:31:00Z,1,GSM6527628,female,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355501,RNA-Seq,300,856303500,PRJNA875066,SAMN30601898,333744392,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17361130,Illumina NovaSeq 6000,GSM6527627,PAIRED,cDNA,TRANSCRIPTOMIC,43,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T02:35:00Z,1,GSM6527627,female,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355502,RNA-Seq,300,3840558900,PRJNA875066,SAMN30601899,1467183454,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX17361129,Illumina NovaSeq 6000,GSM6527626,PAIRED,cDNA,TRANSCRIPTOMIC,42,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T02:59:00Z,1,GSM6527626,female,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355503,RNA-Seq,300,4414740900,PRJNA875066,SAMN30601900,1651260705,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX17361128,Illumina NovaSeq 6000,GSM6527625,PAIRED,cDNA,TRANSCRIPTOMIC,41,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:03:00Z,1,GSM6527625,female,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355504,RNA-Seq,300,9678669600,PRJNA875066,SAMN30601901,3563751471,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX17361127,Illumina NovaSeq 6000,GSM6527623,PAIRED,cDNA,TRANSCRIPTOMIC,40,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-02T08:18:00Z,1,GSM6527623,female,Medulla,SRP394927,C57BL/6JN,Medulla
SRR21355505,RNA-Seq,300,7527176100,PRJNA875066,SAMN30601902,2821769183,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17361126,Illumina NovaSeq 6000,GSM6527622,PAIRED,cDNA,TRANSCRIPTOMIC,39,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:25:00Z,1,GSM6527622,female,Medulla,SRP394927,C57BL/6JN,Medulla
